component_instance_id,core_id,component_type,quality_state,inspection_period,period_id,route_id,economic_cost_rmb,environmental_score,energy_kwh,water_m3,pollutant_kg,carbon_kg,expected_output_quality,expected_residual_life_h,risk_penalty,productive_output,resource_h__assembly,resource_h__cleaning,resource_h__drying,resource_h__grinding,resource_h__heat_treatment,resource_h__incoming_inspection,resource_h__inspection,resource_h__laser,resource_h__machining,resource_h__procurement,resource_h__quality_monitoring,resource_h__reliability_assessment,resource_h__scrap_handling,resource_h__testing,resource_h__waste_treatment
C000001_turret_01,C000001,turret,B,T0006,T0007,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0007,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0007,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0007,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0008,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0008,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0008,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0008,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0009,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0009,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0009,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0009,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0010,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0010,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0010,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0010,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0011,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0011,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0011,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0011,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0012,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0012,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0012,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0012,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0013,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0013,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0013,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0013,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0014,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0014,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0014,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0014,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0015,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0015,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0015,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0015,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0016,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0016,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0016,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0016,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0017,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0017,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0017,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0017,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0018,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0018,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0018,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0018,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0019,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0019,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0019,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0019,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0020,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0020,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0020,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0020,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0021,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0021,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0021,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0021,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0022,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0022,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0022,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0022,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0023,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0023,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0023,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0023,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0024,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0024,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0024,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0024,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0025,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0025,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0025,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0025,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0026,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0026,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0026,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0026,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0027,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0027,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0027,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0027,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0028,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
C000001_turret_01,C000001,turret,B,T0006,T0028,R3,6730.830000000001,33.0504865,105.18265,0.084215,0.38266900000000004,69.98075,0.7150799999999999,14715.34,0.06148573600000001,1,2.3867000000000003,1.1791,0.0,2.8,0.0,0.0,1.2454,0.0,7.7767,0.0,0.5815,0.8567,0.0,1.0282,0.0
C000001_turret_01,C000001,turret,B,T0006,T0028,R5,7570.360000000001,35.911778299999995,113.62056000000001,0.095581,0.42475599999999997,75.55913,0.73482,14844.1,0.05722584399999999,1,2.7995,1.2519,0.0,4.1027,0.0,0.0,0.9695,0.0,7.3954,0.0,0.8164,0.8929,0.0,1.156,0.0
C000001_turret_01,C000001,turret,B,T0006,T0028,R6,45274.33,2.050936,7.34305,0.000824,0.013815,4.8494,0.96,21638.0,0.008632000000000008,1,1.8251,0.0,0.0,0.0,0.0,0.5162,0.0,0.0,0.0,0.4453,0.3021,0.0,0.0,0.8239,0.0
C000001_turret_01,C000001,turret,B,T0006,T0029,R2,1254.6399999999999,2.8191442,9.02464,0.02717,0.028196,6.03254,0.64856,13590.146,0.075840752,1,1.346,0.7101,0.2789,0.0,0.0,0.0,0.3899,0.0,0.0,0.0,0.1971,0.4976,0.0,0.5928,0.0
