scenario_id,saa_probability,macro_group,component_instance_id,core_id,component_type,quality_state_baseline,quality_state_before_scenario,inspection_period,period_id,period_offset_from_inspection,route_id,route_category,scenario_quality_score,scenario_residual_life_h,scenario_failure_probability,economic_cost_rmb,environmental_score,expected_output_quality,expected_residual_life_h,risk_penalty,warranty_risk_cost_rmb,productive_output,resource_h__assembly,resource_h__cleaning,resource_h__drying,resource_h__grinding,resource_h__heat_treatment,resource_h__incoming_inspection,resource_h__inspection,resource_h__laser,resource_h__machining,resource_h__procurement,resource_h__quality_monitoring,resource_h__reliability_assessment,resource_h__scrap_handling,resource_h__testing,resource_h__waste_treatment,reliability_scenario,survival_probability_at_min_system_life,survival_probability_at_warranty_life,posterior_warranty_failure_probability,chance_constraint_alpha,min_system_reliability_reference,chance_constraint_satisfied_flag,reliability_risk_index,cvar_reliability_risk_weight,stage5_chance_pass,risk_row_count,cvar_model_weight_sum,route_tail_loss_rmb,route_cvar95_loss_rmb,route_risk_index,risk_index_max,impact_cost_mean_sum,var95_loss_max,stage5_reliability_joined,stage5_risk_joined
S004,0.14745308306791716,equipment_renewal_high_demand,C000089_guideway_02,C000089,guideway,C,B,T0038,T0044,6,R6,replacement,0.5068600000000001,13287.804,0.20640656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000089_guideway_02,C000089,guideway,C,B,T0038,T0045,7,R6,replacement,0.5068600000000001,13287.804,0.20640656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_bed_01,C000093,bed,A,B,T0040,T0040,0,R6,replacement,0.860352,26322.838000000003,0.10410344999999999,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_bed_01,C000093,bed,A,B,T0040,T0041,1,R6,replacement,0.860352,26322.838000000003,0.10410344999999999,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_bed_01,C000093,bed,A,B,T0040,T0042,2,R6,replacement,0.860352,26322.838000000003,0.10410344999999999,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_bed_01,C000093,bed,A,B,T0040,T0043,3,R6,replacement,0.860352,26322.838000000003,0.10410344999999999,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_bed_01,C000093,bed,A,B,T0040,T0044,4,R6,replacement,0.860352,26322.838000000003,0.10410344999999999,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_bed_01,C000093,bed,A,B,T0040,T0045,5,R6,replacement,0.860352,26322.838000000003,0.10410344999999999,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_bed_01,C000093,bed,A,B,T0040,T0046,6,R6,replacement,0.860352,26322.838000000003,0.10410344999999999,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_bed_01,C000093,bed,A,B,T0040,T0047,7,R6,replacement,0.860352,26322.838000000003,0.10410344999999999,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_01,C000093,guideway,A,B,T0040,T0040,0,R6,replacement,0.87316,21446.604,0.10380656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_01,C000093,guideway,A,B,T0040,T0041,1,R6,replacement,0.87316,21446.604,0.10380656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_01,C000093,guideway,A,B,T0040,T0042,2,R6,replacement,0.87316,21446.604,0.10380656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_01,C000093,guideway,A,B,T0040,T0043,3,R6,replacement,0.87316,21446.604,0.10380656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_01,C000093,guideway,A,B,T0040,T0044,4,R6,replacement,0.87316,21446.604,0.10380656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_01,C000093,guideway,A,B,T0040,T0045,5,R6,replacement,0.87316,21446.604,0.10380656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_01,C000093,guideway,A,B,T0040,T0046,6,R6,replacement,0.87316,21446.604,0.10380656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_01,C000093,guideway,A,B,T0040,T0047,7,R6,replacement,0.87316,21446.604,0.10380656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_02,C000093,guideway,A,B,T0040,T0040,0,R6,replacement,0.84006,21871.703999999998,0.11310656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_02,C000093,guideway,A,B,T0040,T0041,1,R6,replacement,0.84006,21871.703999999998,0.11310656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_02,C000093,guideway,A,B,T0040,T0042,2,R6,replacement,0.84006,21871.703999999998,0.11310656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_02,C000093,guideway,A,B,T0040,T0043,3,R6,replacement,0.84006,21871.703999999998,0.11310656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_02,C000093,guideway,A,B,T0040,T0044,4,R6,replacement,0.84006,21871.703999999998,0.11310656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_02,C000093,guideway,A,B,T0040,T0045,5,R6,replacement,0.84006,21871.703999999998,0.11310656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_02,C000093,guideway,A,B,T0040,T0046,6,R6,replacement,0.84006,21871.703999999998,0.11310656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000093_guideway_02,C000093,guideway,A,B,T0040,T0047,7,R6,replacement,0.84006,21871.703999999998,0.11310656000000002,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000125_bed_01,C000125,bed,B,B,T0051,T0051,0,R6,replacement,0.733652,21563.438000000002,0.13950345,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000125_bed_01,C000125,bed,B,B,T0051,T0052,1,R6,replacement,0.733652,21563.438000000002,0.13950345,115024.6753,0.38718857,0.897488,29168.848,0.02895048,13751.088,1,2.8895735721561966,0.0,0.0,0.0,0.0,0.8091523531409167,0.0,0.0,0.0,1.1410096876061118,0.47398334465195247,0.0,0.0,1.2694750424448216,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000125_guideway_01,C000125,guideway,B,B,T0051,T0051,0,R6,replacement,0.58006,15636.904,0.18590656,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000125_guideway_01,C000125,guideway,B,B,T0051,T0052,1,R6,replacement,0.58006,15636.904,0.18590656,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000125_guideway_02,C000125,guideway,B,B,T0051,T0051,0,R6,replacement,0.58916,15345.604000000001,0.18330656,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S004,0.14745308306791716,equipment_renewal_high_demand,C000125_guideway_02,C000125,guideway,B,B,T0051,T0052,1,R6,replacement,0.58916,15345.604000000001,0.18330656,63412.2889,0.38718857,0.897488,27647.431,0.03059056,7443.2696000000005,1,3.006295041567542,0.0,0.0,0.0,0.0,0.7955123428348976,0.0,0.0,0.0,0.803645288291016,0.48136009377568234,0.0,0.0,1.286935233530862,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_bed_01,C000001,bed,B,B,T0006,T0006,0,R6,replacement,0.770326,22396.241,0.11131652999999998,109598.9578,0.26368757,0.897652,29672.135,0.02115612,10048.872,1,2.894344761449622,0.0,0.0,0.0,0.0,0.8104884046196734,0.0,0.0,0.0,1.142893693349263,0.47476597371565116,0.0,0.0,1.2715711668657905,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_bed_01,C000001,bed,B,B,T0006,T0007,1,R6,replacement,0.770326,22396.241,0.11131652999999998,109598.9578,0.26368757,0.897652,29672.135,0.02115612,10048.872,1,2.894344761449622,0.0,0.0,0.0,0.0,0.8104884046196734,0.0,0.0,0.0,1.142893693349263,0.47476597371565116,0.0,0.0,1.2715711668657905,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_bed_01,C000001,bed,B,B,T0006,T0008,2,R6,replacement,0.770326,22396.241,0.11131652999999998,109598.9578,0.26368757,0.897652,29672.135,0.02115612,10048.872,1,2.894344761449622,0.0,0.0,0.0,0.0,0.8104884046196734,0.0,0.0,0.0,1.142893693349263,0.47476597371565116,0.0,0.0,1.2715711668657905,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_bed_01,C000001,bed,B,B,T0006,T0009,3,R6,replacement,0.770326,22396.241,0.11131652999999998,109598.9578,0.26368757,0.897652,29672.135,0.02115612,10048.872,1,2.894344761449622,0.0,0.0,0.0,0.0,0.8104884046196734,0.0,0.0,0.0,1.142893693349263,0.47476597371565116,0.0,0.0,1.2715711668657905,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_bed_01,C000001,bed,B,B,T0006,T0010,4,R6,replacement,0.770326,22396.241,0.11131652999999998,109598.9578,0.26368757,0.897652,29672.135,0.02115612,10048.872,1,2.894344761449622,0.0,0.0,0.0,0.0,0.8104884046196734,0.0,0.0,0.0,1.142893693349263,0.47476597371565116,0.0,0.0,1.2715711668657905,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_bed_01,C000001,bed,B,B,T0006,T0011,5,R6,replacement,0.770326,22396.241,0.11131652999999998,109598.9578,0.26368757,0.897652,29672.135,0.02115612,10048.872,1,2.894344761449622,0.0,0.0,0.0,0.0,0.8104884046196734,0.0,0.0,0.0,1.142893693349263,0.47476597371565116,0.0,0.0,1.2715711668657905,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_bed_01,C000001,bed,B,B,T0006,T0012,6,R6,replacement,0.770326,22396.241,0.11131652999999998,109598.9578,0.26368757,0.897652,29672.135,0.02115612,10048.872,1,2.894344761449622,0.0,0.0,0.0,0.0,0.8104884046196734,0.0,0.0,0.0,1.142893693349263,0.47476597371565116,0.0,0.0,1.2715711668657905,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_bed_01,C000001,bed,B,B,T0006,T0013,7,R6,replacement,0.770326,22396.241,0.11131652999999998,109598.9578,0.26368757,0.897652,29672.135,0.02115612,10048.872,1,2.894344761449622,0.0,0.0,0.0,0.0,0.8104884046196734,0.0,0.0,0.0,1.142893693349263,0.47476597371565116,0.0,0.0,1.2715711668657905,0.0,nominal,0.96585,0.995865,0.027837,0.948369,0.934626,1,0.283517,0.666586,True,9,4.64450783,350984.7246798593,382709.14523109054,0.4370073510260946,0.70231552,2247784.188,1270385.4943,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_guideway_01,C000001,guideway,B,B,T0006,T0006,0,R6,replacement,0.721189,20015.912,0.12359840000000001,60320.918,0.26368757,0.897652,28124.468,0.02235464,5439.312400000001,1,2.9969239352913193,0.0,0.0,0.0,0.0,0.7930326026212206,0.0,0.0,0.0,0.8011401963752757,0.47985961676543104,0.0,0.0,1.2829236489467537,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_guideway_01,C000001,guideway,B,B,T0006,T0007,1,R6,replacement,0.721189,20015.912,0.12359840000000001,60320.918,0.26368757,0.897652,28124.468,0.02235464,5439.312400000001,1,2.9969239352913193,0.0,0.0,0.0,0.0,0.7930326026212206,0.0,0.0,0.0,0.8011401963752757,0.47985961676543104,0.0,0.0,1.2829236489467537,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_guideway_01,C000001,guideway,B,B,T0006,T0008,2,R6,replacement,0.721189,20015.912,0.12359840000000001,60320.918,0.26368757,0.897652,28124.468,0.02235464,5439.312400000001,1,2.9969239352913193,0.0,0.0,0.0,0.0,0.7930326026212206,0.0,0.0,0.0,0.8011401963752757,0.47985961676543104,0.0,0.0,1.2829236489467537,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
S013,0.09048257371752337,high_quality_return_favorable,C000001_guideway_01,C000001,guideway,B,B,T0006,T0009,3,R6,replacement,0.721189,20015.912,0.12359840000000001,60320.918,0.26368757,0.897652,28124.468,0.02235464,5439.312400000001,1,2.9969239352913193,0.0,0.0,0.0,0.0,0.7930326026212206,0.0,0.0,0.0,0.8011401963752757,0.47985961676543104,0.0,0.0,1.2829236489467537,0.0,nominal,0.960529,0.995211,0.029414,0.947054,0.933755,1,0.289199,0.649623,True,9,4.54273757,272556.1005929988,297375.5443472323,0.4141448125041622,0.60052712,1759512.1869,1183874.1946,True,True
