scenario_id,scenario_label,component_type,quality_state_before,route_id,expected_quality_score_after,survival_probability_at_min_system_life,survival_probability_at_warranty_life,posterior_warranty_failure_probability,chance_constraint_alpha,min_system_reliability_reference,chance_constraint_satisfied_flag,reliability_risk_index,cvar_reliability_risk_weight,warranty_reserve_cost_rmb,expected_failure_cost_rmb,min_system_reliability_threshold,stage5_chance_pass
S009,pessimistic,lead_screw,C,R5,0.60179,0.769096,0.92746,0.18099,0.9427,0.91007,0,0.433708,0.691297,1799.92,6149.8,0.93,False
S009,pessimistic,lead_screw,C,R6,0.78525,0.859935,0.963128,0.055304,0.9427,0.91007,0,0.31934,0.64555,549.99,4899.87,0.93,False
S009,pessimistic,lead_screw,C,R7,0.0,0.0,0.0,0.365257,0.9427,0.91007,0,0.649506,0.777616,3632.43,7982.31,0.93,False
S009,pessimistic,lead_screw,D,R6,0.78493,0.835613,0.950422,0.060535,0.9427,0.91007,0,0.343596,0.655252,602.02,4951.9,0.93,False
S009,pessimistic,lead_screw,D,R7,0.0,0.0,0.0,0.365257,0.9427,0.91007,0,0.66527,0.783922,3632.43,7982.31,0.93,False
S009,pessimistic,motor,A,R2,0.77155,0.547392,0.726477,0.161102,0.9395,0.90332,0,0.288239,0.601928,462.48,2963.59,0.93,False
S009,pessimistic,motor,A,R6,0.78534,0.645057,0.807197,0.096617,0.9395,0.90332,0,0.25833,0.589964,277.36,2778.47,0.93,False
S009,pessimistic,motor,B,R2,0.61417,0.544441,0.722915,0.180536,0.9395,0.90332,0,0.320122,0.614681,518.27,3019.37,0.93,False
S009,pessimistic,motor,B,R3,0.66596,0.555292,0.735942,0.194474,0.9395,0.90332,0,0.358703,0.630113,558.29,3059.39,0.93,False
S009,pessimistic,motor,B,R6,0.78534,0.645057,0.807197,0.096898,0.9395,0.90332,0,0.271784,0.595346,278.17,2779.27,0.93,False
S009,pessimistic,motor,C,R3,0.56474,0.521954,0.695346,0.252826,0.9395,0.90332,0,0.40274,0.647728,725.8,3226.9,0.93,False
S009,pessimistic,motor,C,R6,0.78524,0.610964,0.772136,0.103568,0.9395,0.90332,0,0.290196,0.60271,297.32,2798.42,0.93,False
S009,pessimistic,motor,C,R7,0.0,0.0,0.0,0.38173,0.9395,0.90332,0,0.615115,0.732678,1095.85,3596.95,0.93,False
S009,pessimistic,motor,D,R6,0.78491,0.579222,0.737738,0.112568,0.9395,0.90332,0,0.31595,0.613012,323.15,2824.26,0.93,False
S009,pessimistic,motor,D,R7,0.0,0.0,0.0,0.38173,0.9395,0.90332,0,0.631845,0.73937,1095.85,3596.95,0.93,False
S009,pessimistic,pallet_system,A,R1,0.76716,0.849229,0.96839,0.054622,0.9477,0.945,0,0.325666,0.65639,5080.46,11481.09,0.93,False
S009,pessimistic,pallet_system,A,R2,0.77847,0.848165,0.967924,0.058986,0.9477,0.945,0,0.334858,0.660067,5486.35,11886.99,0.93,False
S009,pessimistic,pallet_system,A,R6,0.78534,0.925013,0.987559,0.041571,0.9477,0.945,0,0.316261,0.652628,3866.56,10267.2,0.93,False
S009,pessimistic,pallet_system,B,R2,0.62811,0.845872,0.966907,0.077449,0.9477,0.945,0,0.365301,0.672244,7203.65,13604.29,0.93,False
S009,pessimistic,pallet_system,B,R3,0.69117,0.853967,0.970424,0.093605,0.9477,0.945,0,0.408344,0.689461,8706.31,15106.95,0.93,False
S009,pessimistic,pallet_system,B,R5,0.69671,0.852722,0.969897,0.099751,0.9477,0.945,0,0.418728,0.693615,9277.93,15678.56,0.93,False
S009,pessimistic,pallet_system,B,R6,0.78534,0.925013,0.987559,0.041841,0.9477,0.945,0,0.328495,0.657522,3891.68,10292.31,0.93,False
S009,pessimistic,pallet_system,C,R3,0.58405,0.826255,0.957544,0.149268,0.9477,0.945,0,0.450162,0.706189,13883.54,20284.18,0.93,False
S009,pessimistic,pallet_system,C,R5,0.60642,0.825199,0.957006,0.156398,0.9477,0.945,0,0.458602,0.709565,14546.76,20947.4,0.93,False
S009,pessimistic,pallet_system,C,R6,0.78524,0.905365,0.981011,0.04338,0.9477,0.945,0,0.344121,0.663772,4034.78,10435.41,0.93,False
S009,pessimistic,pallet_system,C,R7,0.0,0.0,0.0,0.35582,0.9477,0.945,0,0.672653,0.795185,33095.17,39495.81,0.93,False
S009,pessimistic,pallet_system,D,R6,0.7849,0.884951,0.972919,0.047886,0.9477,0.945,0,0.367989,0.67332,4453.91,10854.55,0.93,False
S009,pessimistic,pallet_system,D,R7,0.0,0.0,0.0,0.35582,0.9477,0.945,0,0.687864,0.801269,33095.17,39495.81,0.93,False
S009,pessimistic,radial_arm,A,R1,0.76536,0.869124,0.971415,0.069672,0.94125,0.903455,0,0.310033,0.638506,583.83,6847.13,0.93,False
S009,pessimistic,radial_arm,A,R2,0.77757,0.868121,0.970987,0.073963,0.94125,0.903455,0,0.319057,0.642116,619.79,6883.08,0.93,False
S009,pessimistic,radial_arm,A,R6,0.78534,0.935555,0.988741,0.047923,0.94125,0.903455,0,0.298301,0.633813,401.58,6664.88,0.93,False
S009,pessimistic,radial_arm,B,R2,0.63326,0.865984,0.970066,0.091674,0.94125,0.903455,0,0.349065,0.654119,768.2,7031.5,0.93,False
S009,pessimistic,radial_arm,B,R3,0.69182,0.873864,0.973394,0.10835,0.94125,0.903455,0,0.391912,0.671258,907.93,7171.23,0.93,False
S009,pessimistic,radial_arm,B,R5,0.6969,0.872676,0.972904,0.11461,0.94125,0.903455,0,0.402283,0.675406,960.39,7223.69,0.93,False
S009,pessimistic,radial_arm,B,R6,0.78534,0.935555,0.988741,0.048204,0.94125,0.903455,0,0.310852,0.638834,403.93,6667.23,0.93,False
S009,pessimistic,radial_arm,C,R3,0.58761,0.847104,0.96133,0.163429,0.94125,0.903455,0,0.433527,0.687904,1369.48,7632.78,0.93,False
S009,pessimistic,radial_arm,C,R4,0.66831,0.842998,0.959289,0.185074,0.94125,0.903455,0,0.466461,0.701077,1550.86,7814.16,0.93,False
S009,pessimistic,radial_arm,C,R5,0.60974,0.846076,0.960824,0.170714,0.94125,0.903455,0,0.442006,0.691296,1430.53,7693.82,0.93,False
S009,pessimistic,radial_arm,C,R6,0.78524,0.917217,0.982616,0.049677,0.94125,0.903455,0,0.326854,0.645235,416.28,6679.57,0.93,False
S009,pessimistic,radial_arm,C,R7,0.0,0.0,0.0,0.362514,0.94125,0.903455,0,0.655935,0.776867,3037.74,9301.04,0.93,False
S009,pessimistic,radial_arm,D,R4,0.47903,0.807188,0.939392,0.363998,0.94125,0.903455,0,0.595694,0.752771,3050.17,9313.47,0.93,False
S009,pessimistic,radial_arm,D,R6,0.78491,0.897861,0.974972,0.0541,0.94125,0.903455,0,0.351022,0.654902,453.34,6716.64,0.93,False
S009,pessimistic,radial_arm,D,R7,0.0,0.0,0.0,0.362514,0.94125,0.903455,0,0.671538,0.783108,3037.74,9301.04,0.93,False
S009,pessimistic,rotary_table,A,R1,0.76731,0.86951,0.972832,0.053375,0.9477,0.945,0,0.312431,0.681096,6995.12,17317.45,0.93,False
S009,pessimistic,rotary_table,A,R2,0.77851,0.868441,0.972391,0.057881,0.9477,0.945,0,0.322041,0.684941,7585.73,17908.06,0.93,False
S009,pessimistic,rotary_table,A,R6,0.78534,0.936664,0.989523,0.043413,0.9477,0.945,0,0.303536,0.677538,5689.63,16011.96,0.93,False
S009,pessimistic,rotary_table,B,R2,0.62651,0.866137,0.971427,0.076942,0.9477,0.945,0,0.353396,0.697482,10083.75,20406.08,0.93,False
S009,pessimistic,rotary_table,B,R3,0.69453,0.873896,0.974608,0.092925,0.9477,0.945,0,0.397007,0.714927,12178.42,22500.75,0.93,False
S009,pessimistic,rotary_table,B,R5,0.69954,0.872644,0.974107,0.099305,0.9477,0.945,0,0.407915,0.71929,13014.62,23336.95,0.93,False
S009,pessimistic,rotary_table,B,R6,0.78534,0.936664,0.989523,0.043683,0.9477,0.945,0,0.315748,0.682423,5725.02,16047.35,0.93,False
S009,pessimistic,rotary_table,C,R3,0.58643,0.847133,0.962859,0.149407,0.9477,0.945,0,0.439717,0.732011,19580.83,29903.16,0.93,False
S009,pessimistic,rotary_table,C,R5,0.60817,0.846046,0.962336,0.156784,0.9477,0.945,0,0.44862,0.735572,20547.67,30870.0,0.93,False
S009,pessimistic,rotary_table,C,R6,0.78522,0.918575,0.983722,0.045091,0.9477,0.945,0,0.331313,0.688649,5909.45,16231.78,0.93,False
S009,pessimistic,rotary_table,C,R7,0.0,0.0,0.0,0.35524,0.9477,0.945,0,0.657013,0.818929,46556.72,56879.05,0.93,False
S009,pessimistic,rotary_table,D,R6,0.78488,0.899424,0.976421,0.04957,0.9477,0.945,0,0.355484,0.698318,6496.48,16818.81,0.93,False
S009,pessimistic,rotary_table,D,R7,0.0,0.0,0.0,0.35524,0.9477,0.945,0,0.672189,0.825,46556.72,56879.05,0.93,False
S009,pessimistic,servo_axis,A,R2,0.77518,0.553124,0.730072,0.122695,0.945747,0.938393,0,0.334712,0.657285,3106.51,7820.85,0.93,False
S009,pessimistic,servo_axis,A,R6,0.78534,0.650565,0.810226,0.082332,0.945747,0.938393,0,0.309974,0.64739,2084.57,6798.9,0.93,False
S009,pessimistic,servo_axis,B,R2,0.61686,0.550051,0.726414,0.142813,0.945747,0.938393,0,0.366955,0.670182,3615.9,8330.23,0.93,False
S009,pessimistic,servo_axis,B,R3,0.68203,0.5604,0.738674,0.156917,0.945747,0.938393,0,0.408832,0.686933,3972.98,8687.31,0.93,False
S009,pessimistic,servo_axis,B,R6,0.78534,0.650565,0.810226,0.082602,0.945747,0.938393,0,0.322621,0.652449,2091.4,6805.73,0.93,False
S009,pessimistic,servo_axis,C,R3,0.57573,0.526338,0.697701,0.217777,0.945747,0.938393,0,0.453217,0.704687,5513.9,10228.24,0.93,False
S009,pessimistic,servo_axis,C,R6,0.78523,0.616195,0.775253,0.089258,0.945747,0.938393,0,0.34004,0.659417,2259.93,6974.27,0.93,False
S009,pessimistic,servo_axis,C,R7,0.0,0.0,0.0,0.364661,0.945747,0.938393,0,0.65931,0.787124,9232.86,13947.2,0.93,False
S009,pessimistic,servo_axis,D,R6,0.78489,0.584022,0.740728,0.098523,0.945747,0.938393,0,0.365623,0.66965,2494.5,7208.83,0.93,False
S009,pessimistic,servo_axis,D,R7,0.0,0.0,0.0,0.364661,0.945747,0.938393,0,0.675046,0.793419,9232.86,13947.2,0.93,False
S009,pessimistic,servo_or_retrofit_drive,A,R2,0.77571,0.363512,0.599854,0.134348,0.9436,0.91811,0,0.322992,0.648679,5323.08,10393.71,0.93,False
S009,pessimistic,servo_or_retrofit_drive,A,R6,0.78534,0.675152,0.833933,0.073004,0.9436,0.91811,0,0.293111,0.636726,2892.53,7963.15,0.93,False
S009,pessimistic,servo_or_retrofit_drive,B,R2,0.61614,0.299786,0.541903,0.164329,0.9436,0.91811,0,0.357481,0.662474,6510.99,11581.62,0.93,False
S009,pessimistic,servo_or_retrofit_drive,B,R3,0.68077,0.513626,0.718363,0.148829,0.9436,0.91811,0,0.391764,0.676188,5896.83,10967.46,0.93,False
S009,pessimistic,servo_or_retrofit_drive,B,R6,0.78534,0.675152,0.833933,0.073274,0.9436,0.91811,0,0.305526,0.641692,2903.22,7973.85,0.93,False
S009,pessimistic,servo_or_retrofit_drive,C,R3,0.57331,0.448223,0.650735,0.214558,0.9436,0.91811,0,0.437481,0.694475,8501.13,13571.76,0.93,False
S009,pessimistic,servo_or_retrofit_drive,C,R6,0.78524,0.641243,0.800991,0.079563,0.9436,0.91811,0,0.322557,0.648505,3152.42,8223.04,0.93,False
S009,pessimistic,servo_or_retrofit_drive,C,R7,0.0,0.0,0.0,0.3596,0.9436,0.91811,0,0.642988,0.776677,14247.92,19318.55,0.93,False
S009,pessimistic,servo_or_retrofit_drive,D,R6,0.7849,0.609405,0.768143,0.088526,0.9436,0.91811,0,0.347763,0.658587,3507.52,8578.15,0.93,False
S009,pessimistic,servo_or_retrofit_drive,D,R7,0.0,0.0,0.0,0.3596,0.9436,0.91811,0,0.658423,0.782851,14247.92,19318.55,0.93,False
S009,pessimistic,spindle,A,R1,0.76526,0.82019,0.950867,0.075244,0.948337,0.933977,0,0.350374,0.695203,3568.52,11231.04,0.93,False
S009,pessimistic,spindle,A,R2,0.77745,0.818968,0.950195,0.07977,0.948337,0.933977,0,0.360044,0.699071,3783.17,11445.69,0.93,False
S009,pessimistic,spindle,A,R6,0.78534,0.900944,0.977894,0.053095,0.948337,0.933977,0,0.338061,0.690278,2518.07,10180.59,0.93,False
S009,pessimistic,spindle,B,R2,0.63233,0.816387,0.948761,0.098287,0.948337,0.933977,0,0.391341,0.71159,4661.31,12323.83,0.93,False
S009,pessimistic,spindle,B,R3,0.69231,0.824835,0.95338,0.115696,0.948337,0.933977,0,0.437227,0.729944,5486.96,13149.49,0.93,False
S009,pessimistic,spindle,B,R5,0.69732,0.823374,0.952596,0.122255,0.948337,0.933977,0,0.448338,0.734389,5798.03,13460.55,0.93,False
S009,pessimistic,spindle,B,R6,0.78534,0.900944,0.977894,0.053376,0.948337,0.933977,0,0.350626,0.695304,2531.38,10193.91,0.93,False
S009,pessimistic,spindle,C,R3,0.58796,0.794696,0.935937,0.173467,0.948337,0.933977,0,0.480354,0.747195,8226.78,15889.3,0.93,False
S009,pessimistic,spindle,C,R4,0.66967,0.789878,0.932902,0.196162,0.948337,0.933977,0,0.515404,0.761215,9303.13,16965.65,0.93,False
S009,pessimistic,spindle,C,R5,0.61025,0.793469,0.935171,0.181059,0.948337,0.933977,0,0.489433,0.750826,8586.87,16249.39,0.93,False
S009,pessimistic,spindle,C,R6,0.78521,0.878005,0.967998,0.055533,0.948337,0.933977,0,0.366815,0.701779,2633.67,10296.2,0.93,False
S009,pessimistic,spindle,C,R7,0.0,0.0,0.0,0.362699,0.948337,0.933977,0,0.690903,0.831415,17201.23,24863.76,0.93,False
S009,pessimistic,spindle,D,R4,0.4809,0.750202,0.905407,0.383263,0.948337,0.933977,0,0.650836,0.815388,18176.54,25839.06,0.93,False
S009,pessimistic,spindle,D,R6,0.78486,0.854588,0.956299,0.06086,0.948337,0.933977,0,0.391774,0.711763,2886.32,10548.84,0.93,False
S009,pessimistic,spindle,D,R7,0.0,0.0,0.0,0.362699,0.948337,0.933977,0,0.70652,0.837661,17201.23,24863.76,0.93,False
S009,pessimistic,tailstock,A,R1,0.76533,0.799977,0.955103,0.07012,0.94588,0.926344,0,0.266823,0.605074,442.61,3026.92,0.93,False
S009,pessimistic,tailstock,A,R2,0.77755,0.798982,0.954584,0.074113,0.94588,0.926344,0,0.275019,0.608353,467.81,3052.13,0.93,False
S009,pessimistic,tailstock,A,R6,0.78534,0.89386,0.981192,0.045794,0.94588,0.926344,0,0.255016,0.600351,289.06,2873.38,0.93,False
S009,pessimistic,tailstock,B,R2,0.62813,0.796746,0.953405,0.091707,0.94588,0.926344,0,0.304182,0.620018,578.86,3163.18,0.93,False
S009,pessimistic,tailstock,B,R3,0.68977,0.80607,0.95821,0.106076,0.94588,0.926344,0,0.342445,0.635323,669.56,3253.88,0.93,False
S009,pessimistic,tailstock,B,R5,0.69512,0.804889,0.957617,0.111924,0.94588,0.926344,0,0.351848,0.639085,706.48,3290.8,0.93,False
S009,pessimistic,tailstock,B,R6,0.78534,0.89386,0.981192,0.046064,0.94588,0.926344,0,0.267557,0.605368,290.76,2875.08,0.93,False
S009,pessimistic,tailstock,C,R3,0.58466,0.777236,0.942416,0.159643,0.94588,0.926344,0,0.382776,0.651456,1007.68,3592.0,0.93,False
S009,pessimistic,tailstock,C,R5,0.60623,0.776257,0.941831,0.166483,0.94588,0.926344,0,0.390485,0.654539,1050.86,3635.17,0.93,False
S009,pessimistic,tailstock,C,R6,0.78528,0.870977,0.972465,0.048,0.94588,0.926344,0,0.283644,0.611803,302.98,2887.3,0.93,False
S009,pessimistic,tailstock,C,R7,0.0,0.0,0.0,0.362256,0.94588,0.926344,0,0.617685,0.745419,2286.6,4870.91,0.93,False
S009,pessimistic,tailstock,D,R6,0.78496,0.848081,0.962134,0.052661,0.94588,0.926344,0,0.307155,0.621207,332.4,2916.72,0.93,False
S009,pessimistic,tailstock,D,R7,0.0,0.0,0.0,0.362256,0.94588,0.926344,0,0.633274,0.751655,2286.6,4870.91,0.93,False
S009,pessimistic,tool_magazine,A,R1,0.76552,0.698747,0.878391,0.083573,0.9484,0.943446,0,0.305261,0.649568,3429.87,8550.28,0.93,False
S009,pessimistic,tool_magazine,A,R2,0.77713,0.697487,0.877306,0.087992,0.9484,0.943446,0,0.314368,0.653211,3611.25,8731.67,0.93,False
S009,pessimistic,tool_magazine,A,R6,0.78534,0.799223,0.931051,0.057081,0.9484,0.943446,0,0.292331,0.644397,2342.61,7463.03,0.93,False
S009,pessimistic,tool_magazine,B,R2,0.62332,0.694664,0.874857,0.107175,0.9484,0.943446,0,0.345581,0.665697,4398.5,9518.91,0.93,False
S009,pessimistic,tool_magazine,B,R3,0.68774,0.70468,0.883442,0.121878,0.9484,0.943446,0,0.387208,0.682347,5001.92,10122.34,0.93,False
S009,pessimistic,tool_magazine,B,R6,0.78534,0.799223,0.931051,0.057361,0.9484,0.943446,0,0.304827,0.649395,2354.14,7474.55,0.93,False
S009,pessimistic,tool_magazine,C,R3,0.58136,0.671968,0.854381,0.180201,0.9484,0.943446,0,0.430224,0.699554,7395.53,12515.94,0.93,False
S009,pessimistic,tool_magazine,C,R6,0.78524,0.769149,0.910461,0.061427,0.9484,0.943446,0,0.3214,0.656024,2521.0,7641.42,0.93,False
S009,pessimistic,tool_magazine,C,R7,0.0,0.0,0.0,0.361308,0.9484,0.943446,0,0.647242,0.786361,14828.27,19948.69,0.93,False
S009,pessimistic,tool_magazine,D,R6,0.7849,0.740193,0.888453,0.068416,0.9484,0.943446,0,0.346149,0.665923,2807.81,7928.22,0.93,False
S009,pessimistic,tool_magazine,D,R7,0.0,0.0,0.0,0.361308,0.9484,0.943446,0,0.662782,0.792577,14828.27,19948.69,0.93,False
S009,pessimistic,turret,A,R1,0.76429,0.711429,0.88414,0.091756,0.9425,0.931275,0,0.316704,0.644822,1566.46,6087.53,0.93,False
S009,pessimistic,turret,A,R2,0.77687,0.710184,0.883101,0.09603,0.9425,0.931275,0,0.325621,0.648388,1639.44,6160.51,0.93,False
S009,pessimistic,turret,A,R6,0.78534,0.809396,0.93483,0.060252,0.9425,0.931275,0,0.302415,0.639106,1028.62,5549.69,0.93,False
S009,pessimistic,turret,B,R2,0.62551,0.707359,0.880728,0.114875,0.9425,0.931275,0,0.356692,0.660817,1961.15,6482.22,0.93,False
S009,pessimistic,turret,B,R3,0.68692,0.71741,0.88907,0.129968,0.9425,0.931275,0,0.398546,0.677559,2218.83,6739.9,0.93,False
S009,pessimistic,turret,B,R5,0.6923,0.715913,0.887846,0.13623,0.9425,0.931275,0,0.408817,0.681667,2325.72,6846.79,0.93,False
S009,pessimistic,turret,B,R6,0.78534,0.809396,0.93483,0.060522,0.9425,0.931275,0,0.315096,0.644179,1033.23,5554.3,0.93,False
S009,pessimistic,turret,C,R3,0.58224,0.684376,0.860629,0.187879,0.9425,0.931275,0,0.441291,0.694657,3207.48,7728.55,0.93,False
S009,pessimistic,turret,C,R5,0.60361,0.683153,0.85952,0.195113,0.9425,0.931275,0,0.449683,0.698013,3330.97,7852.05,0.93,False
S009,pessimistic,turret,C,R6,0.78523,0.779503,0.914843,0.064481,0.9425,0.931275,0,0.331883,0.650893,1100.82,5621.89,0.93,False
S009,pessimistic,turret,C,R7,0.0,0.0,0.0,0.365299,0.9425,0.931275,0,0.658408,0.781503,6236.41,10757.48,0.93,False
S009,pessimistic,turret,D,R6,0.7849,0.750599,0.89337,0.071359,0.9425,0.931275,0,0.356758,0.660843,1218.25,5739.32,0.93,False
S009,pessimistic,turret,D,R7,0.0,0.0,0.0,0.365299,0.9425,0.931275,0,0.674172,0.787809,6236.41,10757.48,0.93,False
S009,pessimistic,worktable,A,R1,0.76634,0.864833,0.971877,0.060992,0.946807,0.936515,0,0.29444,0.642447,1882.6,6750.9,0.93,False
S009,pessimistic,worktable,A,R2,0.77806,0.863824,0.971455,0.065289,0.946807,0.936515,0,0.303473,0.64606,2015.21,6883.52,0.93,False
S009,pessimistic,worktable,A,R6,0.78534,0.934038,0.989107,0.044169,0.946807,0.936515,0,0.284078,0.638302,1363.33,6231.63,0.93,False
S009,pessimistic,worktable,B,R2,0.63126,0.861666,0.970542,0.083215,0.946807,0.936515,0,0.333476,0.658061,2568.54,7436.84,0.93,False
S009,pessimistic,worktable,B,R3,0.69493,0.869739,0.973883,0.098941,0.946807,0.936515,0,0.375246,0.674769,3053.93,7922.24,0.93,False
S009,pessimistic,worktable,B,R5,0.70058,0.868559,0.973408,0.105057,0.946807,0.936515,0,0.385491,0.678867,3242.7,8111.0,0.93,False
S009,pessimistic,worktable,B,R6,0.78534,0.934038,0.989107,0.044439,0.946807,0.936515,0,0.296459,0.643254,1371.66,6239.96,0.93,False
S009,pessimistic,worktable,C,R3,0.58899,0.84291,0.962009,0.153899,0.946807,0.936515,0,0.416665,0.691337,4750.28,9618.59,0.93,False
S009,pessimistic,worktable,C,R4,0.66859,0.838784,0.959989,0.17551,0.946807,0.936515,0,0.449695,0.704549,5417.33,10285.64,0.93,False
S009,pessimistic,worktable,C,R5,0.61204,0.841903,0.961521,0.160994,0.946807,0.936515,0,0.424967,0.694658,4969.28,9837.58,0.93,False
S009,pessimistic,worktable,C,R6,0.78524,0.915579,0.983145,0.045882,0.946807,0.936515,0,0.312236,0.649565,1416.22,6284.52,0.93,False
S009,pessimistic,worktable,C,R7,0.0,0.0,0.0,0.358903,0.946807,0.936515,0,0.641564,0.781296,11077.97,15946.27,0.93,False
S009,pessimistic,worktable,D,R4,0.47907,0.803148,0.94042,0.353813,0.946807,0.936515,0,0.578463,0.756056,10920.87,15789.17,0.93,False
S009,pessimistic,worktable,D,R6,0.78491,0.896169,0.975691,0.05025,0.946807,0.936515,0,0.33615,0.659131,1551.04,6419.34,0.93,False
S009,pessimistic,worktable,D,R7,0.0,0.0,0.0,0.358903,0.946807,0.936515,0,0.656957,0.787454,11077.97,15946.27,0.93,False
S012,pessimistic,ball_screw,A,R1,0.76525,0.798691,0.944582,0.074793,0.946995,0.940903,0,0.322123,0.654215,2195.4,6996.25,0.93,False
S012,pessimistic,ball_screw,A,R2,0.77713,0.797507,0.943893,0.079182,0.946995,0.940903,0,0.331378,0.657917,2324.25,7125.09,0.93,False
S012,pessimistic,ball_screw,A,R6,0.78534,0.886809,0.974639,0.050752,0.946995,0.940903,0,0.309644,0.649223,1489.72,6290.56,0.93,False
S012,pessimistic,ball_screw,B,R2,0.62393,0.794859,0.942336,0.098344,0.946995,0.940903,0,0.362904,0.670528,2886.69,7687.53,0.93,False
S012,pessimistic,ball_screw,B,R3,0.68767,0.803866,0.947545,0.114226,0.946995,0.940903,0,0.405946,0.687744,3352.87,8153.72,0.93,False
S012,pessimistic,ball_screw,B,R5,0.69382,0.802474,0.946756,0.120423,0.946995,0.940903,0,0.416408,0.691929,3534.78,8335.62,0.93,False
S012,pessimistic,ball_screw,B,R6,0.78534,0.886809,0.974639,0.051022,0.946995,0.940903,0,0.322192,0.654243,1497.64,6298.49,0.93,False
S012,pessimistic,ball_screw,C,R3,0.58189,0.773423,0.92894,0.171192,0.946995,0.940903,0,0.448826,0.704896,5025.03,9825.87,0.93,False
S012,pessimistic,ball_screw,C,R5,0.60403,0.772267,0.928178,0.178401,0.946995,0.940903,0,0.457302,0.708287,5236.63,10037.48,0.93,False
S012,pessimistic,ball_screw,C,R6,0.78523,0.862676,0.963813,0.053342,0.946995,0.940903,0,0.338402,0.660727,1565.77,6366.61,0.93,False
S012,pessimistic,ball_screw,C,R7,0.0,0.0,0.0,0.362454,0.946995,0.940903,0,0.665468,0.791553,10639.15,15439.99,0.93,False
S012,pessimistic,ball_screw,D,R6,0.78489,0.838418,0.951214,0.058692,0.946995,0.940903,0,0.362969,0.670553,1722.8,6523.64,0.93,False
S012,pessimistic,ball_screw,D,R7,0.0,0.0,0.0,0.362454,0.946995,0.940903,0,0.681071,0.797794,10639.15,15439.99,0.93,False
S012,pessimistic,base,A,R1,0.76511,0.889077,0.97716,0.070817,0.943,0.90359,0,0.34051,0.653558,765.47,7090.14,0.93,False
S012,pessimistic,base,A,R2,0.77744,0.888142,0.976797,0.075081,0.943,0.90359,0,0.349516,0.65716,811.56,7136.23,0.93,False
S012,pessimistic,base,A,R6,0.78534,0.947618,0.9914,0.048372,0.943,0.90359,1,0.328574,0.648784,522.86,6847.53,0.93,True
S012,pessimistic,base,B,R2,0.63422,0.886158,0.976015,0.092637,0.943,0.90359,0,0.379452,0.669135,1001.33,7326.0,0.93,False
S012,pessimistic,base,B,R3,0.68748,0.89332,0.978778,0.110281,0.943,0.90359,0,0.423438,0.686729,1192.04,7516.71,0.93,False
S012,pessimistic,base,B,R5,0.69358,0.892228,0.978367,0.116398,0.943,0.90359,0,0.433683,0.690827,1258.16,7582.83,0.93,False
S012,pessimistic,base,B,R6,0.78534,0.947618,0.9914,0.048653,0.943,0.90359,1,0.341174,0.653824,525.9,6850.57,0.93,True
S012,pessimistic,base,C,R3,0.58405,0.868209,0.968403,0.165104,0.943,0.90359,0,0.465085,0.703388,1784.62,8109.3,0.93,False
S012,pessimistic,base,C,R4,0.66797,0.8645,0.96671,0.185931,0.943,0.90359,0,0.496988,0.716149,2009.75,8334.42,0.93,False
S012,pessimistic,base,C,R5,0.60694,0.867252,0.967971,0.172248,0.943,0.90359,0,0.473381,0.706707,1861.85,8186.52,0.93,False
S012,pessimistic,base,C,R6,0.78524,0.931261,0.986366,0.04993,0.943,0.90359,0,0.357176,0.660224,539.7,6864.37,0.93,False
S012,pessimistic,base,C,R7,0.0,0.0,0.0,0.363441,0.943,0.90359,0,0.686426,0.791925,3928.48,10253.15,0.93,False
S012,pessimistic,base,D,R4,0.47835,0.830185,0.949121,0.364665,0.943,0.90359,0,0.626472,0.767943,3941.71,10266.38,0.93,False
S012,pessimistic,base,D,R6,0.78491,0.913664,0.979931,0.054135,0.943,0.90359,0,0.381346,0.669892,585.15,6909.82,0.93,False
S012,pessimistic,base,D,R7,0.0,0.0,0.0,0.363441,0.943,0.90359,0,0.702085,0.798188,3928.48,10253.15,0.93,False
S012,pessimistic,bed,A,R1,0.76607,0.887821,0.976824,0.063507,0.948369,0.934626,0,0.32473,0.683071,3572.99,13662.87,0.93,False
S012,pessimistic,bed,A,R2,0.77788,0.886815,0.976431,0.067984,0.948369,0.934626,0,0.334317,0.686906,3824.86,13914.74,0.93,False
S012,pessimistic,bed,A,R6,0.78534,0.946903,0.991254,0.047468,0.948369,0.934626,0,0.314133,0.678832,2670.61,12760.49,0.93,False
S012,pessimistic,bed,B,R2,0.63649,0.884753,0.975614,0.085751,0.948369,0.934626,0,0.364708,0.699063,4824.42,14914.3,0.93,False
S012,pessimistic,bed,B,R3,0.69762,0.89192,0.978397,0.102943,0.948369,0.934626,0,0.409592,0.717016,5791.69,15881.57,0.93,False
S012,pessimistic,bed,B,R5,0.70276,0.890737,0.977948,0.109364,0.948369,0.934626,0,0.420536,0.721394,6152.94,16242.82,0.93,False
S012,pessimistic,bed,B,R6,0.78534,0.946903,0.991254,0.047749,0.948369,0.934626,0,0.326565,0.683805,2686.4,12776.28,0.93,False
S012,pessimistic,bed,C,R3,0.59282,0.866579,0.967853,0.159051,0.948369,0.934626,0,0.451771,0.733888,8948.37,19038.25,0.93,False
S012,pessimistic,bed,C,R4,0.67499,0.862386,0.965922,0.181677,0.948369,0.934626,0,0.48685,0.747919,10221.35,20311.23,0.93,False
S012,pessimistic,bed,C,R5,0.61628,0.865551,0.967384,0.166453,0.948369,0.934626,0,0.460641,0.737436,9364.82,19454.7,0.93,False
